,Boost class num,boost test err,boost train err
1,1,0.11295620438,0.1153
6,6,0.0918725435149,0.0911
11,11,0.0217714766985,0.0193
16,16,0.0118332397529,0.0105
21,21,0.00679393599102,0.0052
26,26,0.0104295339697,0.0071
31,31,0.00414093206064,0.0033
36,36,0.00569904548007,0.0034
41,41,0.00439359910163,0.0037
46,46,0.00334081976418,0.0013
51,51,0.00408478382931,0.0019
56,56,0.00193711398091,0.0001
61,61,0.00195115103874,0.0
66,66,0.00190903986524,0.0005
71,71,0.00157215047726,0.0002
76,76,0.00161426165076,0.0002
81,81,0.00193711398091,0.0006
86,86,0.00174059517125,0.0
91,91,0.0014177428411,0.0
96,96,0.00102470522179,0.0
101,101,0.00161426165076,0.0003
106,106,0.00116507580011,0.0
111,111,0.00126333520494,0.0003
116,116,0.00078607523863,0.0
121,121,0.00181078046042,0.0
126,126,0.00182481751825,0.0
131,131,0.00217574396407,0.0006
136,136,0.000968556990455,0.0
141,141,0.0014598540146,0.0
146,146,0.00147389107243,0.0
151,151,0.00148792813026,0.0002
156,156,0.0013756316676,0.0
161,161,0.00105277933745,0.0001
166,166,0.000491297024144,0.0
171,171,0.00188096574958,0.0005
176,176,0.0021055586749,0.0
181,181,0.000982594048287,0.0
186,186,0.00140370578327,0.0
191,191,0.0014598540146,0.0
196,196,0.000982594048287,0.0
201,201,0.000842223469961,0.0
206,206,0.00134755755194,0.0
211,211,0.00213363279057,0.0
216,216,0.00123526108928,0.0
221,221,0.00158618753509,0.0
226,226,0.00178270634475,0.0
231,231,0.00168444693992,0.0
236,236,0.00136159460977,0.0
241,241,0.00103874227962,0.0
246,246,0.00167040988209,0.0
251,251,0.00102470522179,0.0
256,256,0.00112296462661,0.0
261,261,0.0013756316676,0.0
266,266,0.000954519932622,0.0
271,271,0.0013756316676,0.0
276,276,0.00131948343627,0.0
281,281,0.00154407636159,0.0
286,286,0.00126333520494,0.0
291,291,0.00144581695677,0.0
296,296,0.00190903986524,0.0
