,Boost class num,boost test err,boost train err
1,1,0.0472440944882,0.05
2,2,0.0503937007874,0.0566666666667
3,3,0.0590551181102,0.0477777777778
4,4,0.0448818897638,0.0411111111111
5,5,0.0464566929134,0.0322222222222
6,6,0.048031496063,0.0344444444444
7,7,0.0551181102362,0.0266666666667
8,8,0.0409448818898,0.0344444444444
9,9,0.051968503937,0.0188888888889
10,10,0.0409448818898,0.0288888888889
11,11,0.0503937007874,0.0177777777778
12,12,0.0362204724409,0.0255555555556
13,13,0.0464566929134,0.02
14,14,0.0425196850394,0.0177777777778
15,15,0.0527559055118,0.0177777777778
16,16,0.0377952755906,0.0188888888889
17,17,0.0425196850394,0.0166666666667
18,18,0.0425196850394,0.0144444444444
19,19,0.0433070866142,0.0122222222222
20,20,0.044094488189,0.0177777777778
21,21,0.0362204724409,0.0244444444444
22,22,0.0377952755906,0.0222222222222
23,23,0.0456692913386,0.0155555555556
24,24,0.0385826771654,0.0233333333333
25,25,0.0417322834646,0.02
26,26,0.0409448818898,0.0111111111111
27,27,0.0425196850394,0.0111111111111
28,28,0.0456692913386,0.00888888888889
29,29,0.0417322834646,0.01
30,30,0.0393700787402,0.0144444444444
31,31,0.0417322834646,0.0111111111111
32,32,0.0472440944882,0.00555555555556
33,33,0.0433070866142,0.00777777777778
34,34,0.048031496063,0.00777777777778
35,35,0.0527559055118,0.00666666666667
36,36,0.0472440944882,0.00888888888889
37,37,0.0362204724409,0.0177777777778
38,38,0.0448818897638,0.01
39,39,0.0527559055118,0.00777777777778
40,40,0.040157480315,0.00888888888889
41,41,0.0385826771654,0.0166666666667
42,42,0.0417322834646,0.0122222222222
43,43,0.048031496063,0.00888888888889
44,44,0.044094488189,0.0111111111111
45,45,0.0496062992126,0.00555555555556
46,46,0.0503937007874,0.00444444444444
47,47,0.0464566929134,0.00888888888889
48,48,0.0456692913386,0.00666666666667
49,49,0.0409448818898,0.00555555555556
50,50,0.0409448818898,0.01
51,51,0.0496062992126,0.00444444444444
52,52,0.0637795275591,0.00111111111111
53,53,0.051968503937,0.00333333333333
54,54,0.0409448818898,0.00444444444444
55,55,0.0448818897638,0.00777777777778
56,56,0.0393700787402,0.00888888888889
57,57,0.0527559055118,0.00111111111111
58,58,0.0472440944882,0.00555555555556
59,59,0.0464566929134,0.00444444444444
60,60,0.0496062992126,0.00444444444444
61,61,0.0472440944882,0.00222222222222
62,62,0.044094488189,0.00333333333333
63,63,0.0511811023622,0.00222222222222
64,64,0.0409448818898,0.0122222222222
65,65,0.0433070866142,0.00333333333333
66,66,0.048031496063,0.00666666666667
67,67,0.051968503937,0.00555555555556
68,68,0.0456692913386,0.00222222222222
69,69,0.0409448818898,0.00555555555556
70,70,0.0472440944882,0.00222222222222
71,71,0.0448818897638,0.00444444444444
72,72,0.0511811023622,0.00222222222222
73,73,0.044094488189,0.00666666666667
74,74,0.0535433070866,0.00222222222222
75,75,0.0488188976378,0.00444444444444
76,76,0.0503937007874,0.00444444444444
77,77,0.0464566929134,0.0111111111111
78,78,0.0448818897638,0.00111111111111
79,79,0.0464566929134,0.00444444444444
80,80,0.048031496063,0.00222222222222
81,81,0.0574803149606,0.00111111111111
82,82,0.059842519685,0.00111111111111
83,83,0.0417322834646,0.00666666666667
84,84,0.0464566929134,0.00888888888889
85,85,0.051968503937,0.00555555555556
86,86,0.0503937007874,0.00555555555556
87,87,0.0661417322835,0.0
88,88,0.0433070866142,0.00333333333333
89,89,0.0433070866142,0.00555555555556
90,90,0.040157480315,0.00111111111111
91,91,0.0511811023622,0.00333333333333
92,92,0.0543307086614,0.00888888888889
93,93,0.0551181102362,0.00111111111111
94,94,0.0535433070866,0.00222222222222
95,95,0.0433070866142,0.00111111111111
96,96,0.0433070866142,0.00222222222222
97,97,0.0464566929134,0.00444444444444
98,98,0.0385826771654,0.00222222222222
99,99,0.0535433070866,0.00333333333333
100,100,0.0543307086614,0.00222222222222
