,Boost class num,boost test err,boost train err
1,1,0.0452755905512,0.05
2,2,0.16968503937,0.176111111111
3,3,0.0744094488189,0.0477777777778
4,4,0.112992125984,0.0983333333333
5,5,0.0692913385827,0.04
6,6,0.0826771653543,0.0661111111111
7,7,0.0708661417323,0.0416666666667
8,8,0.0661417322835,0.0355555555556
9,9,0.0562992125984,0.045
10,10,0.0555118110236,0.0388888888889
11,11,0.0625984251969,0.0311111111111
12,12,0.0586614173228,0.0322222222222
13,13,0.0543307086614,0.0266666666667
14,14,0.0574803149606,0.0361111111111
15,15,0.0492125984252,0.0294444444444
16,16,0.0535433070866,0.0244444444444
17,17,0.0555118110236,0.02
18,18,0.0602362204724,0.0377777777778
19,19,0.0566929133858,0.0238888888889
20,20,0.0602362204724,0.0266666666667
21,21,0.0633858267717,0.0183333333333
22,22,0.053937007874,0.0255555555556
23,23,0.0633858267717,0.0216666666667
24,24,0.0570866141732,0.0227777777778
25,25,0.0535433070866,0.0133333333333
26,26,0.0547244094488,0.0205555555556
27,27,0.0523622047244,0.0161111111111
28,28,0.0543307086614,0.0194444444444
29,29,0.0574803149606,0.0194444444444
30,30,0.0622047244094,0.0161111111111
31,31,0.0622047244094,0.03
32,32,0.0614173228346,0.0222222222222
33,33,0.046062992126,0.0161111111111
34,34,0.0562992125984,0.0188888888889
35,35,0.0622047244094,0.0127777777778
36,36,0.0649606299213,0.0194444444444
37,37,0.0551181102362,0.0155555555556
38,38,0.0413385826772,0.02
39,39,0.0692913385827,0.0266666666667
40,40,0.0551181102362,0.0194444444444
41,41,0.0531496062992,0.01
42,42,0.057874015748,0.0177777777778
43,43,0.053937007874,0.0211111111111
44,44,0.0594488188976,0.0161111111111
45,45,0.0543307086614,0.0194444444444
46,46,0.0547244094488,0.0161111111111
47,47,0.0547244094488,0.0238888888889
48,48,0.0661417322835,0.0172222222222
49,49,0.051968503937,0.0155555555556
50,50,0.0527559055118,0.015
51,51,0.0562992125984,0.0166666666667
52,52,0.0602362204724,0.0177777777778
53,53,0.0562992125984,0.0188888888889
54,54,0.0527559055118,0.0155555555556
55,55,0.0586614173228,0.0122222222222
56,56,0.0527559055118,0.00777777777778
57,57,0.0566929133858,0.0161111111111
58,58,0.0629921259843,0.0177777777778
59,59,0.057874015748,0.0111111111111
60,60,0.0543307086614,0.00833333333333
61,61,0.0547244094488,0.0138888888889
62,62,0.0531496062992,0.0222222222222
63,63,0.0535433070866,0.015
64,64,0.0606299212598,0.0105555555556
65,65,0.053937007874,0.00611111111111
66,66,0.0594488188976,0.0116666666667
67,67,0.0551181102362,0.0122222222222
68,68,0.0614173228346,0.0177777777778
69,69,0.053937007874,0.0138888888889
70,70,0.0531496062992,0.0111111111111
71,71,0.0586614173228,0.0133333333333
72,72,0.0622047244094,0.0161111111111
73,73,0.0602362204724,0.0133333333333
74,74,0.0488188976378,0.01
75,75,0.0527559055118,0.0116666666667
76,76,0.0496062992126,0.0116666666667
77,77,0.0586614173228,0.0133333333333
78,78,0.0527559055118,0.0122222222222
79,79,0.0590551181102,0.01
80,80,0.059842519685,0.00888888888889
81,81,0.0582677165354,0.0133333333333
82,82,0.055905511811,0.0116666666667
83,83,0.0570866141732,0.0133333333333
84,84,0.0523622047244,0.0155555555556
85,85,0.0677165354331,0.01
86,86,0.059842519685,0.0161111111111
87,87,0.0543307086614,0.015
88,88,0.0606299212598,0.0105555555556
89,89,0.0562992125984,0.00555555555556
90,90,0.0582677165354,0.0127777777778
91,91,0.0531496062992,0.00666666666667
92,92,0.053937007874,0.00833333333333
93,93,0.0535433070866,0.00888888888889
94,94,0.0570866141732,0.0111111111111
95,95,0.0551181102362,0.00777777777778
96,96,0.0527559055118,0.0138888888889
97,97,0.0736220472441,0.0183333333333
98,98,0.057874015748,0.0105555555556
99,99,0.0574803149606,0.00777777777778
100,100,0.0629921259843,0.0111111111111
