,Boost class num,Tree Depth,boost test err,boost train err,tree test err,tree train err
1,1,1.0,0.0498687664042,0.0444444444444,0.0498687664042,0.0444444444444
2,2,2.0,0.0459317585302,0.05,0.0485564304462,0.0462962962963
3,3,3.0,0.0656167979003,0.0518518518519,0.0459317585302,0.0407407407407
